location_id,iso3,location_name,gbd_region_id,gbd_region_name,gbd_superregion_id,gbd_superregion_name,type,gbd_analytical_region_id,gbd_analytical_region_name,gbd_analytical_superregion_id,gbd_analytical_superregion_name,deprecated_iso3
127,"SLV","El Salvador",124,"Central Latin America",103,"Latin America and Caribbean","admin0",124,"Central Latin America",103,"Latin America and Caribbean","SLV"
128,"GTM","Guatemala",124,"Central Latin America",103,"Latin America and Caribbean","admin0",124,"Central Latin America",103,"Latin America and Caribbean","GTM"
129,"HND","Honduras",124,"Central Latin America",103,"Latin America and Caribbean","admin0",124,"Central Latin America",103,"Latin America and Caribbean","HND"
130,"MEX","Mexico",124,"Central Latin America",103,"Latin America and Caribbean","admin0",124,"Central Latin America",103,"Latin America and Caribbean","MEX"
131,"NIC","Nicaragua",124,"Central Latin America",103,"Latin America and Caribbean","admin0",124,"Central Latin America",103,"Latin America and Caribbean","NIC"
132,"PAN","Panama",124,"Central Latin America",103,"Latin America and Caribbean","admin0",124,"Central Latin America",103,"Latin America and Caribbean","PAN"
133,"VEN","Venezuela",124,"Central Latin America",103,"Latin America and Caribbean","admin0",124,"Central Latin America",103,"Latin America and Caribbean","VEN"
135,"BRA","Brazil",134,"Tropical Latin America",103,"Latin America and Caribbean","admin0",134,"Tropical Latin America",103,"Latin America and Caribbean","BRA"
136,"PRY","Paraguay",134,"Tropical Latin America",103,"Latin America and Caribbean","admin0",134,"Tropical Latin America",103,"Latin America and Caribbean","PRY"
139,"DZA","Algeria",138,"North Africa and Middle East",137,"North Africa and Middle East","admin0",138,"North Africa and Middle East",137,"North Africa and Middle East","DZA"
140,"BHR","Bahrain",138,"North Africa and Middle East",137,"North Africa and Middle East","admin0",138,"North Africa and Middle East",137,"North Africa and Middle East","BHR"
141,"EGY","Egypt",138,"North Africa and Middle East",137,"North Africa and Middle East","admin0",138,"North Africa and Middle East",137,"North Africa and Middle East","EGY"
142,"IRN","Iran",138,"North Africa and Middle East",137,"North Africa and Middle East","admin0",138,"North Africa and Middle East",137,"North Africa and Middle East","IRN"
143,"IRQ","Iraq",138,"North Africa and Middle East",137,"North Africa and Middle East","admin0",138,"North Africa and Middle East",137,"North Africa and Middle East","IRQ"
144,"JOR","Jordan",138,"North Africa and Middle East",137,"North Africa and Middle East","admin0",138,"North Africa and Middle East",137,"North Africa and Middle East","JOR"
145,"KWT","Kuwait",138,"North Africa and Middle East",137,"North Africa and Middle East","admin0",138,"North Africa and Middle East",137,"North Africa and Middle East","KWT"
146,"LBN","Lebanon",138,"North Africa and Middle East",137,"North Africa and Middle East","admin0",138,"North Africa and Middle East",137,"North Africa and Middle East","LBN"
147,"LBY","Libya",138,"North Africa and Middle East",137,"North Africa and Middle East","admin0",138,"North Africa and Middle East",137,"North Africa and Middle East","LBY"
148,"MAR","Morocco",138,"North Africa and Middle East",137,"North Africa and Middle East","admin0",138,"North Africa and Middle East",137,"North Africa and Middle East","MAR"
149,"PSE","Palestine",138,"North Africa and Middle East",137,"North Africa and Middle East","admin0",138,"North Africa and Middle East",137,"North Africa and Middle East","PSE"
150,"OMN","Oman",138,"North Africa and Middle East",137,"North Africa and Middle East","admin0",138,"North Africa and Middle East",137,"North Africa and Middle East","OMN"
151,"QAT","Qatar",138,"North Africa and Middle East",137,"North Africa and Middle East","admin0",138,"North Africa and Middle East",137,"North Africa and Middle East","QAT"
152,"SAU","Saudi Arabia",138,"North Africa and Middle East",137,"North Africa and Middle East","admin0",138,"North Africa and Middle East",137,"North Africa and Middle East","SAU"
153,"SYR","Syria",138,"North Africa and Middle East",137,"North Africa and Middle East","admin0",138,"North Africa and Middle East",137,"North Africa and Middle East","SYR"
154,"TUN","Tunisia",138,"North Africa and Middle East",137,"North Africa and Middle East","admin0",138,"North Africa and Middle East",137,"North Africa and Middle East","TUN"
155,"TUR","Turkey",138,"North Africa and Middle East",137,"North Africa and Middle East","admin0",138,"North Africa and Middle East",137,"North Africa and Middle East","TUR"
156,"ARE","United Arab Emirates",138,"North Africa and Middle East",137,"North Africa and Middle East","admin0",138,"North Africa and Middle East",137,"North Africa and Middle East","ARE"
